Var1,Var2,Var3,Var4,Var5
1,5,0.543329539027367,0.503842426094903,0.671517551287463
1,6,0.555112685942476,0.456509204403077,0.695305150420303
1,7,0.562659980981518,0.408653385322151,0.718621010315328
1,8,0.565746705222092,0.361215964092705,0.741251436973262
1,9,0.564226703800681,0.313366564710446,0.763838741384458
1,10,0.565548649507474,0.261462753424008,0.782171307075508
1,11,0.56271597631214,0.211079455796302,0.799247266710254
1,12,0.558191702995042,0.160141781437633,0.81411094609118
1,13,0.568471457283459,0.106171827542751,0.815823354219682
1,14,0.583695745865322,0.0630927114037085,0.809517501988965
1,15,0.596505110158067,0.0169032944312556,0.802431263219899
1,16,0.605895619223091,-0.0329174900133526,0.794862841915187
1,17,0.611519757318031,-0.0856544638973427,0.786579238998943
1,18,0.613679886556817,-0.140567106365596,0.776941365511977
1,19,0.609987395274983,-0.196099039852596,0.767763338649698
1,20,0.600717278272998,-0.2508261250852,0.759094860053093
1,21,0.586727640422056,-0.303612238754495,0.750713183874674
1,22,0.569264315496008,-0.353789712346478,0.742139460304233
1,23,0.549606678086578,-0.401134720769138,0.732818828358076
1,24,0.538898951734551,-0.451234745603514,0.711319284273619
1,25,0.554275582909187,-0.505593609639807,0.661175982686963
1,26,0.565173765517819,-0.563499597782166,0.60253366550737
1,27,0.570163572006865,-0.623647425103182,0.534768539013416
1,28,0.567934661908289,-0.684276451238205,0.457401309665775
1,29,0.557403598107629,-0.743156685772062,0.370161274593863
1,30,0.537827223747804,-0.797609948564321,0.273057223575849
1,31,0.508910475794627,-0.844572938358681,0.166453234930027
2,0,0.445822991154446,0.726380888353685,0.523079980110704
2,1,0.455685500743556,0.690069305867853,0.562276691239423
2,2,0.465638297293379,0.650712634900013,0.599795000708747
2,3,0.47517380883968,0.608458388782043,0.635600692662894
2,4,0.483717699114553,0.563527152936393,0.669667331939319
2,5,0.480543300758838,0.510965626021929,0.712735761078268
2,6,0.491568064419469,0.464326155011728,0.736723869448331
2,7,0.498566733294324,0.417415586205436,0.75973379603977
2,8,0.500170002636497,0.371366989853965,0.782250936279026
2,9,0.498394568059041,0.319844515801936,0.805792988453404
2,10,0.494363496972461,0.266514621663098,0.827390288377218
2,11,0.489158059445627,0.218655109180645,0.844342546664912
2,12,0.481672281710268,0.157633156638852,0.862057771242795
2,13,0.488399938898073,0.10921853297952,0.865757940615135
